2,0.0,102.69371937952194,2,0.0,82.28000972289685,1,1.5526027132806048,54.378304497290095,1,1.5581379460996243,53.665631459994955,1,1.554377832619024,52.92447448959697,1,1.5194337316422635,50.99019513592785,1,1.5580740904741956,50.15974481593781,1,1.5557334055455312,48.373546489791295,1,1.5413272950039056,47.20169488482379,1,1.5589990269901137,47.16990566028302,1,0.058553070988601665,46.52956049652737,1,1.5656372253975714,45.254833995939045,1,0.0015327212127400822,44.598206241955516,1,1.5675012675914997,43.41658669218482,1,1.5670863231864292,43.266615305567875,1,1.5657730342723408,42.44997055358225,1,0.07712063499953534,41.593268686170845,1,0.009228495820298749,39.319206502675,1,0.04429442917675366,38.01315561749642,2,1.562407833071741,33.54101966249684,+1
1,1.5683786018891914,41.14608122288197,2,0.0,40.85339643163099,1,1.56731416687941,37.8549864614954,1,1.5678411053420764,37.36308338453881,1,1.5706595245387993,36.76955262170047,1,1.5698793851639194,36.6742416417845,1,1.5669405548139876,35.73513677041127,1,0.0056325147905241825,35.4682957019364,1,1.5695198674268138,35.35533905932738,1,1.567112171795935,33.24154027718932,1,1.5681102576802384,31.622776601683793,1,0.0015914956592994881,31.400636936215164,1,0.0042914978419344,30.4138126514911,1,1.5672992032431332,30.083217912982647,2,1.5314344659254864,29.154759474226502,1,1.5651576880836924,28.071337695236398,1,1.5680308242685737,26.90724809414742,1,1.5527336267317324,25.059928172283335,1,0.001471692331984174,24.331050121192877,1,1.5700750097299925,24.041630560342615,+1
1,0.024253237595860757,33.1058907144937,1,0.026481758278768558,28.0178514522438,1,0.004835751681443496,27.784887978899608,2,1.5467069231357542,26.40075756488817,2,1.567019927810829,25.0,2,1.5559535347311761,23.853720883753127,1,1.5597930552587302,23.259406699226016,2,0.12728899830792373,23.021728866442675,1,0.010265580903176433,22.627416997969522,1,1.565768459669593,22.360679774997898,1,1.5577835395756727,22.20360331117452,1,1.5474449381556625,21.400934559032695,1,1.5651228497505558,21.18962010041709,1,1.5701356191242601,21.02379604162864,2,1.5691960577401531,21.02379604162864,1,1.5568499897759636,20.591260281974,1,1.569620595120774,20.396078054371138,1,0.0021190582213136844,19.924858845171276,1,1.5637866328011114,19.72308292331602,2,1.56896957503559,19.1049731745428,+1
2,1.5660896821528834,35.17101079013795,1,0.014113380553102824,34.0147027033899,1,1.4999985281939814,29.154759474226502,1,1.5700425315226574,28.653097563788805,1,1.569939550468812,28.635642126552707,1,0.017241544527503504,28.071337695236398,1,0.005846153795101558,26.419689627245813,1,1.570140589617146,25.96150997149434,1,1.570316355744584,25.632011235952593,1,1.5699188429878181,24.758836806279895,2,1.5699799032385766,24.331050121192877,1,1.566077454057708,22.67156809750927,1,7.718508556435022E-4,22.561028345356956,1,1.5691388064833602,22.20360331117452,1,0.007873099847524063,21.095023109728988,2,1.4854810848793232,21.095023109728988,2,1.5678795922482125,21.02379604162864,1,1.553819932488798,20.223748416156685,1,1.4763010328090873,19.4164878389476,1,1.5663952001929098,19.235384061671343,+1
2,0.0,47.885279575251516,2,0.0,46.04345773288535,1,0.91032907471386,33.28663395418648,2,1.5687089177807965,30.0,2,1.5683417086162286,30.0,2,1.540071521225935,28.178005607210743,1,1.480580247610017,25.495097567963924,1,1.5681221210035379,24.20743687382041,1,1.5611801415877322,23.345235059857504,2,1.568271561460811,23.345235059857504,1,1.5704539585971682,23.021728866442675,1,1.5666292669076742,23.021728866442675,1,1.5705243027141707,22.80350850198276,1,1.5622051300585449,22.80350850198276,1,1.5698537658543403,22.80350850198276,1,1.5597133670835137,21.93171219946131,1,1.53790387954409,21.840329667841555,1,0.0012724361905665795,21.095023109728988,1,1.5705804372182053,21.0,1,1.5703340217975055,20.615528128088304,+1
2,0.0,39.66106403010388,2,1.5634094850336109,33.52610922848042,1,1.5429285625832339,30.886890422961002,1,1.5134834810246967,29.732137494637012,2,1.5409260764101047,29.068883707497267,1,0.5525515214750197,26.40075756488817,1,1.5607252357960317,25.0,1,1.5644888107579729,22.0,1,1.5605099901736919,21.470910553583888,1,1.5669533595086351,21.0,1,1.5697937181305355,20.615528128088304,1,1.569730642386862,20.591260281974,1,0.004465520564516372,20.518284528683193,1,1.4801185343813068,20.248456731316587,2,0.07916119039633505,20.223748416156685,1,1.5653871765212608,19.697715603592208,1,0.008491243475196456,19.6468827043885,1,1.5571725527320988,19.313207915827967,1,1.5592071912659915,19.235384061671343,1,1.5323061453627735,19.1049731745428,+1
2,0.0,58.69412236331676,1,1.549964637840336,38.27531841800928,1,1.5381018045387562,37.20215047547655,1,1.5381599457140305,36.89173349139343,1,1.5359957578699421,36.124783736376884,1,1.3306979418688654,31.400636936215164,1,1.5160639586467073,31.25699921617557,2,1.5634198357224938,30.066592756745816,2,1.5669539075480885,30.066592756745816,1,1.5523901602906536,28.861739379323623,2,1.566318861319232,28.42534080710379,1,0.1898801079268425,28.160255680657446,1,1.5567343735418677,27.294688127912362,1,1.5602055130542059,27.16615541441225,1,1.5621662887204564,26.1725046566048,1,1.5374027561143198,26.1725046566048,1,1.5662542328615627,22.135943621178654,1,0.27258020347064704,22.02271554554524,1,1.5559059712834848,21.02379604162864,1,1.5703958123128743,20.024984394500787,+1
2,0.0,44.204072210600685,1,1.5688898246836862,29.154759474226502,1,1.5691985927215584,26.92582403567252,1,1.5600578113974188,26.019223662515376,2,1.5660584817502317,25.179356624028344,1,1.569199179561379,24.698178070456937,1,1.5694989395359094,23.600847442411894,1,0.013205635959637729,23.08679276123039,2,0.0028823021578567656,22.090722034374522,2,1.5622653921795355,20.808652046684813,1,0.010280957169464705,18.973665961010276,2,1.5691153933997122,18.681541692269406,1,1.566264097445386,18.439088914585774,1,1.5679834999364932,18.027756377319946,1,0.009457621495856789,17.46424919657298,2,1.5064825666756887,17.029386365926403,1,1.5589004040644137,16.76305461424021,2,0.433449330695363,16.64331697709324,1,1.5642804107032937,16.55294535724685,2,1.5535011441529836,16.401219466856727,+1
2,0.0,56.639209034025185,1,1.0484856174224073,42.37924020083418,1,1.5270525526230023,41.43669871020132,1,1.5150930691654312,38.27531841800928,1,1.5506641537862145,37.44329045369811,1,1.533262740255992,36.40054944640259,1,1.5269913756919535,35.4400902933387,1,1.5500524016489197,33.83784863137726,1,1.5606672436895137,33.24154027718932,2,1.5613170859346648,32.2490309931942,1,1.4512456225527746,29.732137494637012,1,1.5669326343776129,29.154759474226502,1,1.5624631605434411,26.68332812825267,1,1.3614115262536042,26.570660511172846,1,1.5689834697593468,23.430749027719962,2,1.56881157075333,22.847319317591726,1,1.4882203052449974,21.633307652783937,1,1.5634237749741604,21.587033144922902,1,1.5694910195263179,21.400934559032695,1,1.5660687464967142,21.213203435596427,+1
2,0.0,49.040799340956916,2,1.5611679756026924,38.27531841800928,1,1.5703861851917529,33.83784863137726,1,1.5699400264078849,33.24154027718932,1,1.5698502027626686,32.55764119219941,1,1.5703595237125427,32.202484376209235,1,1.568767458475245,29.0,1,1.5699602457900301,28.0,1,1.561825194744796,24.186773244895647,1,1.5704493462594968,24.166091947189145,1,1.5699383327892147,23.769728648009426,1,1.56392757899492,22.847319317591726,1,1.5705904966372937,22.825424421026653,1,1.5480869274964941,22.825424421026653,1,1.5675530432496239,22.80350850198276,1,1.562808436211029,22.360679774997898,1,1.5583709731410764,22.135943621178654,1,1.5703567748151417,22.02271554554524,1,1.562543634634888,21.95449840010015,1,1.5702050602628959,21.587033144922902,+1
